item_name,group,subcategory,url,path,description,scrape_status,location,loc_status
Priest's Hat,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Priest's+Hat,/Priest's+Hat,Distinctive hat worn only by Way of White priests in Thorolund. It is simply meant to show their position within the hierarchy. It holds almost no meaning in the land of Lordran.,ok_blockquote,"[1] - Cleric (Starting Class). [2] - The Catacombs: on a cliff in the bonewheel skeleton room. To access the cliff, jump down from the second rotating bridge above.",ok_loc_list
Royal Helm,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Royal+Helm,/Royal+Helm,"""Helm of Vamos, skeleton blacksmith of the Catacombs. Partially made of gold, and confers high resistance overall. The helm is believed to belong to an ancient royal line, but only Vamos would know for sure, and he shall never speak again.""",ok_blockquote,[1] - Dropped by Blacksmith Vamos.,ok_loc_list
Sack,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Sack,/Sack,"""Bloodstained patchwork sack by the Undead man-eating cook lurking in the Depths. Two eyeholes have been haphazardly cut out. It is unexpectedly soft and comfortable to wear, but it is probably near meaningless in terms of defense.""",ok_blockquote,[1] - Dropped by the Butcher found in Depths.,ok_loc_list
Shadow Mask,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Shadow+Mask,/Shadow+Mask,"Black cloth mask worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts. While it sacrifices defense for the sake of greater mobility, it does offer resistance to bleeding and poison among other things, perhaps due to the nature of their duty.",ok_blockquote,[1] - Found in Blighttown past first group of Infested Ghouls.,ok_loc_list
Silver Knight Helm,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Silver+Knight+Helm,/Silver+Knight+Helm,"""Helm of the Silver Knights who protect Anor Londo. When Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess.""",ok_blockquote,[1] - Anor Londo. In a chest guarded by two Silver Knights.,ok_loc_list
Six-Eyed Helm of the Channelers,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Six-Eyed+Helm+of+the+Channelers,/Six-Eyed+Helm+of+the+Channelers,"Helm of the Channelers, sorcerers that serve Seath the Scaleless. The six eyes arranged in two vertical columns compensate for Seath's lack of sight. The heaviest of protective gear for sorcerers, and imbued with magic.",ok_blockquote,"[1] - In a chest off in one of the side rooms of the Duke's Archives, near the stairs leading down to the courtyard that leads to the Crystal Cave.",ok_loc_list
Smough's Helm,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Smough's+Helm,/Smough's+Helm,"""Helm of Smough, the Executioner, protector of the cathedral at the forsaken city of Anor Londo. It offers extremely high defense and can be worn by humans, but not without great difficulty.""",ok_blockquote,[1] - Sold by Domhnall of Zena. You need to defeat Smough second in order to make him sell this armor.,ok_loc_list
Snickering Top Hat,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Snickering+Top+Hat,/Snickering+Top+Hat,"Black top hat worn by Marvellous Chester, a man of mystery lost in the past. The wearer of this top hat cracks a dubious, permanent grin. The Curse of Chester!",ok_blockquote,[1] - Killing Marvelous Chester in human form.,ok_loc_list
Sorcerer Hat,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Sorcerer+Hat,/Sorcerer+Hat,Hat worn by proper sorcerers who studied at Vinheim Dragon School. The majority take pride in having studied at the academy and look down on breaking the formal dress code established for sorcerers.,ok_blockquote,[1] - Sorcerer (Starting Class). [2] - Lower Undead Burg: In the same room as Griggs trapped in.,ok_loc_list
Standard Helm,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Standard+Helm,/Standard+Helm,"A sturdy helm made of iron with armor made of thick leather. Very common type of protective gear, it provides a sound level of defense. It is wise to wear a sturdy form of head protection against arrows and other physical threats.",ok_blockquote,[1] - Warrior (Starting Class). [2] - Depths: in the room where you fight Gaping Dragon.,ok_loc_list
Steel Helm,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Steel+Helm,/Steel+Helm,"""Helm of the Knights of Berenike, known for their heavy armaments and armor. Countless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead.""",ok_blockquote,"[1] - Dropped by The Berenike Knight. [2] - Sold by Crestfallen Merchant for 5,000 souls.",ok_loc_list
Stone Helm,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Stone+Helm,/Stone+Helm,"""Moss-covered helm of the Stone Knight, defender of the Darkroot Garden. The Stone Knight is a product of ancient magic, and although this helm is also imbued with magic, it is incredibly heavy.""",ok_blockquote,"[1] - Darkroot Garden, on the cliff behind a stone structure where Alvina is.",ok_loc_list
Sunlight Maggot,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Sunlight+Maggot,/Sunlight+Maggot,"A loathsome parasite that inhabits Lost Izalith. It is completely immobile, yet still lives. When worn on the head, it emanates blinding light, which is why it is known as a Sunlight Maggot.""",ok_blockquote,"[1] - Dropped by the red-eyed Chaos Bug found in the secret passageway that connects Demon Ruins to Lost Izalith. [2] - Can be obtained either by using the shortcut from Demon Ruins to Lost Izalith (requires ""Chaos Servant +2""), or through exploration behind the Titanite Demon in Lost Izalith (does NOT require ""Chaos Servant +2""). [3] - It can only be received once each play-through, since the red-eyed bug will not respawn.",ok_loc_list
Symbol of Avarice,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Symbol+of+Avarice,/Symbol+of+Avarice,"""Monster head resembling a treasure chest. Once an ancient god, it is said this is the symbol of shame imposed on a long lost clan, exiled for the sin of avarice. Wearing this slightly raises soul absorption and item discovery, but also affects its wearer with the curse of the branded.""",ok_blockquote,NA,not_found
Tattered Cloth Hood,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Tattered+Cloth+Hood,/Tattered+Cloth+Hood,"Hood worn by the pyromancers of the Great Swamp. Though it appears tattered, it is actually quite strong. Their attire offers substantial protection against poison, fire, and other forces of nature out in the hinterlands where they were driven.",ok_blockquote,[1] - Pyromancer (Starting Class). [2] - Blighttown: From the bonfire in Blighttown run straight past the first flying bug slightly to your left out in the distance. Circle around to the left of the pillar then look right; the armor and the spell poison mist are on the body in the coroner.,ok_loc_list
Thief Mask,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Thief+Mask,/Thief+Mask,"Mask of sinners. They hide their faces, stifle their voices and hide in the shadows. It does not provide much in the way of defense.",ok_blockquote,[1] - Thief (Starting Class). [2] - Lower Undead Burg: in a room of one of the second set of hollow thieves.,ok_loc_list
Wanderer Hood,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Wanderer+Hood,/Wanderer+Hood,"Hood of an aimless traveler. Made from sturdy leather, it offers protection versus wind and rain.",ok_blockquote,[1] - Wanderer (Starting Class). [2] - Blighttown.,ok_loc_list
Witch Hat,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Witch+Hat,/Witch+Hat,"Hat of the Rogue Witch Beatrice.Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal.",ok_blockquote,[1] - At Valley of Drakes area along with Beatrice's Catalyst. Go where the cave entrance to Blighttown is; the corpse is located at a ledge on at the opposite side of the cave entrance. [2] - Available after defeating The Four Kings.,ok_loc_list
Xanthous Crown,ARMOR,Helms,https://darksouls.wiki.fextralife.com/Xanthous+Crown,/Xanthous+Crown,"A mysterious item once worn by the Xanthous King Jeremiah, the legendary exile. No one knows where it came from. The crown bears high-quality cloth which is quite soft to the touch, but its bright yellow color stings the eyes, and it is clearly far too big.""",ok_blockquote,"[1] - On a corpse behind Crossbreed Priscilla after defeating Dark Spirit Xanthous King, Jeremiah.",ok_loc_list
Anklet of the Great Lord,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Anklet+of+the+Great+Lord,/Anklet+of+the+Great+Lord,"""Anklet of Gwyn, Lord of Cinder, who linked the First Flame. Lord Gwyn, bearer of the ultimate soul, divided that power among his clan before linking the flame. When he departed, he left only with his greatsword, his garb, and the crown, now bereft of power.""",ok_p_tag,"[1] - Sold by Domhnall of Zena for 20,000 souls after proceeding to NG+.",ok_loc_list
Antiquated Skirt,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Antiquated+Skirt,/Antiquated+Skirt,"""A skirt from the ancient fallen land of Oolacile. Its ivory-colored silk features elaborate embroidery and is imbued with ancient magic power. One cannot expect any physical protection from this garment, as it was not meant to be worn in battle.""",ok_p_tag,"[1] - Found in Darkroot Basin, after saving Dusk of Oolacile. Kill the Golden Crystal Golem in the back of the Darkroot Basin cave (far behind the Hydra), go back to where the corpse was in front of the Hydra, and summon her (you DO NOT have to be in human form), then return to where you found the golem. You will find the set there.",ok_loc_list
Balder Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Balder+Leggings,/Balder+Leggings,"""Leggings worn by the knights of the ancient kingdom of Balder. It is made from thick iron plates. Balder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned .""",ok_p_tag,"[1] - Sold by Crestfallen Merchant for 5,000 souls. [2] - Drops from random Balder Knight (1% chance - Sen's Fortress and Undead Parish).",ok_loc_list
Black Iron Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Black+Iron+Leggings,/Black+Iron+Leggings,"""Leggings of Black Iron Tarkus, a knight known for his great strength. Built of a special black iron and providing strong defense, notably against fire, but so terrible heavy to be unwieldy to all but Tarkus himself.""",ok_p_tag,[1] - Anor Londo. To the left of the giant painting leading to the Painted World of Ariamis.,ok_loc_list
Black Knight Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Black+Knight+Leggings,/Black+Knight+Leggings,"""Leggings of the Black Knights who haunt Lordran. The knights followed Lord Gwyn when he departed to link the flame, but they were burned to ashes in newly kindled fire, wandering the world as disembodied spirits ever after .""",ok_p_tag,[1] - Kiln of the First Flame. Corpse on a ledge near the third black knight.,ok_loc_list
Black Leather Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Black+Leather+Boots,/Black+Leather+Boots,"""This armor is made of smooth black leather is extremely quiet, a good thing for those who hide in the shadows. The leather itself is thick, offering a decent level of protection.""",ok_p_tag,[1] - ??. [2] - Lower Undead Burg: in a room of one of the second set of hollow thieves.,ok_loc_list
Black Sorcerer Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Black+Sorcerer+Boots,/Black+Sorcerer+Boots,"""Boots worn by the secret sorcerers at Vinheim Dragon School. They secretly work with sound-based spells, and never reveal themselves.""",ok_p_tag,[1] - Sen's Fortress.,ok_loc_list
Black Tights,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Black+Tights,/Black+Tights,"""Tights worn by pardoners serving Velka, the Goddess of Sin. The pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic.""",ok_p_tag,"[1] - Painted World of Ariamis, behind the locked annex door.",ok_loc_list
Blood-Stained Skirt,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Blood-Stained+Skirt,/Blood-Stained+Skirt,"""Worn by the Fire Keeper at Firelink Shrine. It is thought to have once been the white skirt of a maiden, but its true origin is lost in patches of blood. Perhaps its former wearer was maimed to prevent escape?""",ok_p_tag,[1] - Part of a Lautrec questline. In Anastacia cell.,ok_loc_list
Boots of the Explorer,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Boots+of+the+Explorer,/Boots+of+the+Explorer,"""Strange boots from the ancient land of Zena, birthplace of the curious dealer Domhnall. The inlaid silver rings symbolize an explorer.""",ok_p_tag,"[1] - Sold by Domhnall of Zena for 10,000 souls.",ok_loc_list
Brass Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Brass+Leggings,/Brass+Leggings,"""Leggings of the Darkmoon Knightess, Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of Darkmoon, and assumed the flame-keeping duty. She received these leggings, which hides her hideous form and help her hunt the guilty.""",ok_p_tag,"[1] - Darkmoon Tomb, after defeating Dark Sun Gwyndolin.",ok_loc_list
Brigand Trousers,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Brigand+Trousers,/Brigand+Trousers,"""Worn by the brigands who raid mountain hamlets and attack travelers. The addition of metal over a base of cloth and leather offers good mobility and defense.""",ok_p_tag,[1] - Bandit (Starting Class). [2] - Valley of Drakes.,ok_loc_list
Catarina Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Catarina+Leggings,/Catarina+Leggings,"""Distinctively shaped leggings worn by the Knights of Catarina. Outside of Caterina, they are often ridiculed for their onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying.""",ok_p_tag,"[1] - Sold by Crestfallen Merchant for 7,000 souls.",ok_loc_list
Chain Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Chain+Leggings,/Chain+Leggings,"""Chainmail leggings of thin interlinking rings of steel. It is common throughout the human world since it can be easily produced, it is not too heavy, and offers good defense. Knights may favor flashy armor, but for warriors on the battlefield, anything is fine as long as it keeps them alive.""",ok_p_tag,[1] - Sold by Undead Merchant (Male) for 800 souls. [2] - Drops from Chained Prisoner (20% chance - Oolacile Township).,ok_loc_list
Chester's Trousers,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Chester's+Trousers,/Chester's+Trousers,"""Black leather trousers worn by Marvellous Chester, a man of mystery lost in the past. These exquisitely sewn trousers are decorated with silver trinkets of varying sizes, and have straps on the inner legs for carrying crossbow bolts.""",ok_p_tag,[1] - Killing Marvellous Chester in human form.,ok_loc_list
Crimson Waistcloth,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Crimson+Waistcloth,/Crimson+Waistcloth,"""Waistcloth of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark. The Sealers were once known as healers, and the bright crimson was a symbol of that.""",ok_p_tag,"[1] - Blighttown, near the entrance from Valley of Drakes.",ok_loc_list
Crystalline Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Crystalline+Leggings,/Crystalline+Leggings,"""Leggings worn by a Hollowed knight, who was partially crystallized. The crystal power provides good defense, but they cannot be used for long because they are easily broken and cannot be repaired.""",ok_p_tag,[1] - The Duke's Archives. Outside in the area with Crystal Golems.,ok_loc_list
Dark Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Dark+Leggings,/Dark+Leggings,"""Leggings of the Darkwraiths, former knights of New Londo who descended into Dark. Their leggings transformed, and remain a symbol of the Dark servants and their diabolical art of Lifedrain.""",ok_p_tag,[1] - Obtained by getting Rank 2 in the Darkwraith Covenant.,ok_loc_list
Eastern Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Eastern+Leggings,/Eastern+Leggings,"""Distinctive leggings made in an Eastern land. Exquisitely crafted, these leggings offer excellent defense, particularly versus slash attacks, which are one of the main threats in battles in the East.""",ok_p_tag,"[1] - Darkroot Garden, past the door locked with Crest of Artorias. Hug the wall on the right until you reach a cliff with armor set. Video Location Timestamp 12:53.",ok_loc_list
Elite Knight Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Elite+Knight+Leggings,/Elite+Knight+Leggings,"""Leggings of a nameless knight, perhaps an elite knight of Astora. Although he was loath to give up on his Undead mission, he perished at the Undead Asylum, and went Hollow.""",ok_p_tag,[1] - After a fog wall in Darkroot Garden. Guarded by two Stone Knights.,ok_loc_list
Giant Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Giant+Leggings,/Giant+Leggings,"""Leggings of the giant sentinels of Anor Londo. Made from ancient brass, they also offer protection versus non-physical attacks, but due to their giant size, they are extremely heavy for humans, and impede stamina recovery.""",ok_p_tag,[1] - Sold by Giant Blacksmith.,ok_loc_list
Gold-Hemmed Black Skirt,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Gold-Hemmed+Black+Skirt,/Gold-Hemmed+Black+Skirt,"""Worn by the witch Quelana of Izalith, mother of pyromancy and Daughter of Chaos. She wore this gold-hemmed black skirt before even the Age of Fire, and it offers strong resistance versus fire, poison, and other perils.""",ok_p_tag,[1] - Found in Ceaseless Discharge's area of the Demon Ruins.,ok_loc_list
Golem Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Golem+Leggings,/Golem+Leggings,"""Legs of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo. Without its core, they are mere hunks of iron, and can be equipped as solid protective gear, but their immense weight hinders stamina recovery.""",ok_p_tag,[1] - Sold by Domhnall of Zena after defeating Iron Golem.,ok_loc_list
Gough's Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Gough's+Leggings,/Gough's+Leggings,"""Leggings of Hawkeye Gough, one of Gwyn's Four Knights. Received as a decoration of honor. Crafted of similar material to the gauntlets worn by the Silver Knights.""",ok_p_tag,[1] - Dropped by Hawkeye Gough.,ok_loc_list
Guardian Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Guardian+Leggings,/Guardian+Leggings,"""Leggings of the stone knights, guardians of the forest sanctuary. The stone knights are golems animated by magic, and their enchanted leggings are oppressively heavy.""",ok_p_tag,[1] - Royal Wood. On one of the corpses on the ground. (AotA) Video Location Timestamp 5:25.,ok_loc_list
Hard Leather Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Hard+Leather+Boots,/Hard+Leather+Boots,"""Boots made of thick leather. Very common type of protective gear, they provide a sound level of defense.""",ok_p_tag,[1] - Warrior (Starting Class). [2] - Depths: in the room where you fight Gaping Dragon.,ok_loc_list
Havel's Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Havel's+Leggings,/Havel's+Leggings,"""Leggings worn by Havel the Rock's warriors. Carved from solid rock, their tremendous weight is matched only by the defense it provides. Havel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp.""",ok_p_tag,[1] - Anor Londo. In a room with a fireplace. Hit the fireplace to reveal an illusory wall.,ok_loc_list
Heavy Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Heavy+Boots,/Heavy+Boots,"""Boots made of thick leather. The boots of the pyromancers are incredibly tough, on account of the rugged grasslands and treacherous swamps they must traverse. Their soles are nearly impenetrable.""",ok_p_tag,[1] - Pyromancer (Starting Class). [2] - Blighttown: From the bonfire in Blighttown run straight past the first flying bug slightly to your left out in the distance. Circle around to the left of the pillar then look right; the armor and the spell poison mist are on the body in the coroner.,ok_loc_list
Hollow Soldier Waistcloth,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Hollow+Soldier+Waistcloth,/Hollow+Soldier+Waistcloth,"""Waistcloth worn by Hollow soldiers. It is so tattered that it barely serves its purpose anymore.""",ok_p_tag,"[1] - Drops from Undead Soldier (1% Chance - Undead Burg, Undead Parish, Northern Undead Asylum (Revisit), Firelink Shrine).",ok_loc_list
Hollow Thief's Tights,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Hollow+Thief's+Tights,/Hollow+Thief's+Tights,"""Tights worn by Hollow thieves. They stifle noise and help their wearer hide in the shadows.""",ok_p_tag,[1] - Drops from Undead Assassin also known as Hollow Thief (1% chance - Lower Undead Burg).,ok_loc_list
Hollow Warrior Waistcloth,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Hollow+Warrior+Waistcloth,/Hollow+Warrior+Waistcloth,"""Waistcloth worn by Hollow Warriors. It is so tattered that it barely serves its purpose anymore.""",ok_p_tag,[1] - Dropped by Hollow Warrior.,ok_loc_list
Holy Trousers,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Holy+Trousers,/Holy+Trousers,"""Trousers donned by men of the cloth. Though plain to the eye, its hardy fabric repels rain and keeps the body warm. Those dissatisfied with church teachings must test their faith by going on a spiritual journey. Such is the ritual self-purification of the Way of White.""",ok_p_tag,"[1] - Cleric (Starting Class). [2] - The Catacombs: on a cliff in the bonewheel skeleton room. To access the cliff, jump down from the second rotating bridge above.",ok_loc_list
Iron Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Iron+Leggings,/Iron+Leggings,"""Leggings of Solaire of Astora, Knight of Sunlight. Of high quality, but lacking any particular powers. Solaire's incredible prowess must have come from rigorous training alone, for his equipment exhibits no special traits.""",ok_p_tag,[1] - Dropped by Solaire of Astora.,ok_loc_list
Knight Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Knight+Leggings,/Knight+Leggings,"""Legging sequipment of a lower a rank knight. Despite the thin metal used, the grooved texture gives them added protection.""",ok_p_tag,[1] - Knight (Starting Class). [2] - Darkroot Basin: shallow water near the Hydra.,ok_loc_list
Leather Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Leather+Boots,/Leather+Boots,"""Made of soft leather. Very common type of protective gear.""",ok_p_tag,[1] - Darkroot Basin. Near the entrance on a cliff.,ok_loc_list
Leggings of Artorias,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Leggings+of+Artorias,/Leggings+of+Artorias,"""Leggings of Artorias the Abysswalker, one of Gwyn's four knights. The death of the their owner can be surmised from the corrosive Dark of the Abyss, which has compromised their protective utility.""",ok_p_tag,"[1] - Sold by Domhnall of Zena for 20,000 souls after defeating Artorias The Abysswalker.",ok_loc_list
Leggings of Favor,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Leggings+of+Favor,/Leggings+of+Favor,"""Leggings of Lautrec the Embraced, representing the goddess Fina's love. During his solitude, he forsook everything, for he believed in the goddess's love for him.""",ok_p_tag,"[1] - Found in Anor Londo, on second floor of Ornstein and Smough boss area, after invading and defeating Lautrec.",ok_loc_list
Leggings of Thorns,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Leggings+of+Thorns,/Leggings+of+Thorns,"""Leggings of Kirk, knight of Thorns and notorious member of the Darkwraiths. A dense patch of thorns grows from their surface. They are a fitting item for the murderous Kirk, for by simply wearing them and rolling, one can damage enemies.""",ok_p_tag,"[1] - Same place where The Fair Lady is. To spawn the armor set you need to defeat Kirk, Knight of Thorns in 3 places: Depths, Demon Ruins, Lost Izalith.",ok_loc_list
Lord's Blade Waistcloth,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Lord's+Blade+Waistcloth,/Lord's+Blade+Waistcloth,"""Waistcloth worn by the Lord's Blade Ciaran, one of Gwyn's four knights. Waistcloth common to all of the Lord's Blades. These deadly women shift nimbly between layers of darkness, etching streaks of gold into the night air, and planting visions of terror into the minds of their targets.""",ok_p_tag,[1] - By killing Ciaran in the same place you fought Artorias.,ok_loc_list
Maiden Skirt,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Maiden+Skirt,/Maiden+Skirt,"""White skirt worn by traveling maidens. It is part of their formal attire, regardless of rank. It is soft and well-made, but does not offer much in the way of defense, making it ill- suited to use in battle.""",ok_p_tag,[1] - Duke's Archives. In one of the cells.,ok_loc_list
Moonlight Waistcloth,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Moonlight+Waistcloth,/Moonlight+Waistcloth,"""Waistcloth of the Dark Sun Gwyndolin, protector of the forsaken city of Anor Londo. The power of the moon was strong in Gwyndolin, and thus he was raised as a daughter. His magic garb is silk-thin, and hardly provides any physical defense.""",ok_p_tag,[1] - Sold by Domhnall of Zena after killing Dark Sun Gwyndolin.,ok_loc_list
Ornstein's Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Ornstein's+Leggings,/Ornstein's+Leggings,"""Leggings of the dragonslayer Ornstein, who guards the cathedral in the forsaken city of Anor Londo. Ornstein is believed to be the captain of the Four Knights. His golden lion leggings are imbued with the power of lightning and should provide good protection against it..""",ok_p_tag,"[1] - Sold by Domhnall of Zena for 6,000 souls. [2] - You need to defeat Dragon Slayer Ornstein second.",ok_loc_list
Painting Guardian Waistcloth,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Painting+Guardian+Waistcloth,/Painting+Guardian+Waistcloth,"""Waistcloth worn by the alabaster-clothed guardians of the paintings in Anor Londo. Offer substantial protection versus magic. They have guarded the Great Painting of Ariamis for ages, passing their duty down through generations, but the reason for doing so passed from all memory long ago.""",ok_p_tag,[1] - Painted World of Ariamis.,ok_loc_list
Paladin Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Paladin+Leggings,/Paladin+Leggings,"""Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White.""",ok_p_tag,[1] - Tomb of the Giants. Gravelord Nito's chamber after defeating black phantom Paladin Leeroy.,ok_loc_list
Shadow Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Shadow+Leggings,/Shadow+Leggings,"""Black cloth leggings worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts. White they sacrifice defense for the sake of greater mobility, they do offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage.""",ok_p_tag,[1] - Found in Blighttown past first group of Infested Ghouls.,ok_loc_list
Silver Knight Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Silver+Knight+Leggings,/Silver+Knight+Leggings,"""Leggings of the Silver Knights who protect Anor Londo. When Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess.""",ok_p_tag,[1] - Anor Londo. In a chest guarded by two Silver Knights.,ok_loc_list
Smough's Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Smough's+Leggings,/Smough's+Leggings,"""Leggings of Smough, the Executioner, protector of the cathedral at the forsaken city of Anor Londo. It offers extremely high defense and can be worn by humans, but not without great difficulty.""",ok_p_tag,[1] - Sold by Domhnall of Zena. You need to defeat Smough second in order to make him sell this armor.,ok_loc_list
Sorcerer Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Sorcerer+Boots,/Sorcerer+Boots,"""Hat worn by proper sorcerers who studied at Vinheim Dragon School. The majority take pride in having studied at the academy and look down on breaking the formal dress code established for sorcerers.""",ok_p_tag,[1] - Sorcerer (Starting Class). [2] - Lower Undead Burg: In the same room as Griggs trapped in.,ok_loc_list
Steel Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Steel+Leggings,/Steel+Leggings,"""Leggings of the Knights of Berenike, known for their heavy armaments and armor Countless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead.""",ok_p_tag,"[1] - Dropped by The Berenike Knights. [2] - Sold by Crestfallen Merchant for 5,000 souls.",ok_loc_list
Stone Leggings,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Stone+Leggings,/Stone+Leggings,"""Moss-covered leggings of the Stone Knight, defender of the Darkroot Garden. The Stone Knight is a product of ancient magic, and although these leggings are also imbued with magic, they are incredibly heavy.""",ok_p_tag,"[1] - Darkroot Garden, on the cliff behind a stone structure where Alvina is.",ok_loc_list
Travelling Boots,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Travelling+Boots,/Travelling+Boots,"""Boots worn by Big Hat Logan. They are indistinguishable from the ordinary kind worn by travelers.""",ok_p_tag,[1] - In a chest in Duke's Archives after Logan turnes hostile.,ok_loc_list
Waistcloth of the Channelers,ARMOR,Leg Armor,https://darksouls.wiki.fextralife.com/Waistcloth+of+the+Channelers,/Waistcloth+of+the+Channelers,"""Waistcloth of the Channelers, sorcerers that serve Seath the Scaleless. Even after the onset of Seath's madness, the ""snatchers"" as they were often called, ventured to far lands to find suitable human specimens. The heaviest of protective gear for sorcerers, and imbued with magic.""",ok_p_tag,"[1] - In a chest off in one of the side rooms of the Duke's Archives, near the stairs leading down to the courtyard that leads to the Crystal Cave.",ok_loc_list
